"rowno","eighthdistrict","censusyear","county","industrycode","total_output_value"
"2293",1,1927,"Humphreys","515",-72231.6121469438
"2294",1,1927,"Tippah","314",20796.5165413916
"2295",0,1927,"Lauderdale","314",187445.880530685
"2296",1,1927,"Oktibbeha","314",-28620.1458610594
"2297",1,1927,"Carroll","314",250349.087742075
"2298",0,1927,"Scott","314",131099.393564835
"2299",1,1927,"Leflore","314",-29233.3802655339
"2300",1,1927,"Itawamba","314",-15734.9275518209
"2301",1,1927,"Tishomingo","314",117415.844777599
"2302",1,1927,"Tishomingo","314",27576.2098003179
"2303",1,1927,"Monroe","314",359262.257162482
"2304",0,1927,"Hinds","107",47611.4148851484
"2305",0,1927,"Pike","116",263078.905879706
"2306",0,1927,"Hinds","314",595002.012045771
"2307",0,1927,"Jones","314",-119027.753968492
"2308",1,1927,"Montgomery","314",79551.901133731
"2309",0,1927,"Hinds","314",-16698.4830910563
"2310",0,1927,"Lauderdale","101",93931.866267696
"2311",0,1927,"Jasper","314",-1681.77362531424
"2312",0,1927,"Kemper","314",109850.027756765
"2313",1,1927,"Oktibbeha","314",69443.959597528
"2314",1,1927,"Oktibbeha","314",209370.758279935
"2315",0,1927,"Adams","314",112016.45572111
"2316",0,1927,"Lauderdale","119",76430.9506979734
"2317",1,1927,"Monroe","314",10508.929239586
"2318",1,1927,"Washington","119",10534.9376333994
"2319",1,1927,"Yalobusha","314",199639.081675559
"2320",1,1927,"Lowndes","119",46358.5489789397
"2321",0,1927,"Claiborne","314",23597.1557740122
"2322",1,1927,"Webster","515",25686.3386034966
"2323",1,1927,"Leflore","622",3044217.41453923
"2324",1,1927,"Leflore","1004",70184.4153925776
"2325",0,1927,"Hinds","101",22450.2175822854
"2326",0,1927,"Forrest","119",112195.116369814
"2327",0,1927,"Jackson","1410",150988.954371139
"2328",1,1927,"Quitman","119",-10987.9549391419
"2329",1,1927,"Leflore","1204",52320.5803296119
"2330",1,1927,"Alcorn","314",214023.719960406
"2331",1,1927,"Lafayette","314",-140835.877353698
"2332",0,1927,"Lauderdale","622",527718.474535361
"2333",1,1927,"Noxubee","314",11295.3287132084
"2334",0,1927,"Lauderdale","118",112349.643278867
"2335",0,1927,"Hinds","1004",140316.788668558
"2336",1,1927,"Lowndes","520",6199.24685332179
"2337",1,1927,"Oktibbeha","622",128123.653574303
"2338",0,1927,"Hinds","520",-10568.1842565536
"2339",1,1927,"Leflore","112",10817.7883215249
"2340",1,1927,"Benton","314",126003.850921988
"2341",1,1927,"Calhoun","314",169778.216894716
"2342",0,1927,"Jones","103",39305.6514315009
"2343",0,1927,"Harrison","515",-80647.8726674467
"2344",1,1927,"Chickasaw","118",-115788.784299731
"2345",0,1927,"Harrison","104",-22400.0038494319
"2346",1,1927,"Tishomingo","314",106799.88327761
"2347",1,1927,"Lee","314",45012.819096446
"2348",0,1927,"Greene","119",76505.1673898995
"2349",1,1927,"Lee","1004",74615.1250954717
"2350",0,1927,"Hinds","1640",28202.5026667863
"2351",0,1927,"Wayne","314",-42355.3346332312
"2352",0,1927,"Harrison","104",-30311.736638844
"2353",1,1927,"Winston","136",-18306.0119058937
"2354",1,1927,"Grenada","314",-55208.4012284875
"2355",0,1927,"Hinds","112",74464.9446260929
"2356",0,1927,"Claiborne","314",-27891.671018675
"2357",1,1927,"Leflore","101",142167.911487296
"2358",0,1927,"Jones","101",29847.0300625563
"2359",1,1927,"Tishomingo","314",-62904.9438424408
"2360",0,1927,"Forrest","520",72646.5081614256
"2361",0,1927,"Lincoln","105",137960.620253414
"2362",0,1927,"Forrest","118",229005.700901151
"2363",0,1927,"Kemper","314",27265.5162774026
"2364",0,1927,"Madison","101",8511.52965502441
"2365",1,1927,"Lee","1014",80774.5508216321
"2366",0,1927,"Kemper","314",159252.224610001
"2367",1,1927,"Montgomery","136",-11008.8278077543
"2368",0,1927,"Forrest","314",667427.109862119
"2369",1,1927,"Leflore","515",93465.1642141193
"2370",1,1927,"Grenada","101",35001.3953692615
"2371",1,1927,"Itawamba","314",103527.698582038
"2372",0,1927,"Pearl River","101",4053.52686986327
"2373",1,1927,"Grenada","314",190069.986414313
"2374",1,1927,"Lee","314",-95560.7318751514
"2375",1,1927,"Tishomingo","314",72695.6848510355
"2376",1,1927,"Yalobusha","314",175295.805765569
"2377",1,1927,"Union","515",-22476.0942254215
"2378",0,1927,"Greene","105",11555.8068364859
"2379",0,1927,"Forrest","314",-67.6435697972775
"2380",0,1927,"Forrest","101",90087.2365664691
"2381",0,1927,"Copiah","304",428186.176060736
"2382",0,1927,"Forrest","1640",127960.772935301
"2383",0,1927,"Hinds","314",463118.196452424
"2384",0,1927,"Harrison","515",209907.006417155
"2385",0,1927,"Hinds","1004",115967.114931345
"2386",1,1927,"Calhoun","314",69797.2568273544
"2387",0,1927,"Hinds","1204",111308.914382011
"2388",1,1927,"Panola","314",-15317.2515921444
"2389",1,1927,"Calhoun","314",75451.0860827118
"2390",0,1927,"Hinds","622",3186122.87710944
"2391",0,1927,"Yazoo","515",127922.192384526
"2392",1,1927,"Clay","314",-134614.617446437
"2393",1,1927,"Montgomery","515",140223.371557891
"2394",0,1927,"Lauderdale","314",130932.183794335
"2395",0,1927,"Adams","515",135320.150058836
"2396",1,1927,"Bolivar","101",20442.7825588733
"2397",1,1927,"Clay","103",267689.843272865
"2398",0,1927,"Hinds","304",-81749.8365070671
"2399",1,1927,"Tishomingo","314",98630.2021723241
"2400",0,1927,"Warren","515",193964.838939726
"2401",1,1927,"Washington","515",-14010.5292872488
"2402",1,1927,"Washington","101",-78837.6298453659
"2403",0,1927,"Hinds","118",95484.3154922128
"2404",0,1927,"Lincoln","515",9754.97179560363
"2405",0,1927,"Pike","116",119123.043395579
"2406",0,1927,"Hinds","304",46959.6949367523
"2407",0,1927,"Adams","136",40523.335386768
"2408",0,1927,"Pike","515",-68779.9417320639
"2409",1,1927,"Alcorn","266",-7531.8610919714
"2410",1,1927,"Alcorn","265",10483.4617883712
"2411",0,1927,"Clarke","216",1926097.17736022
"2412",0,1927,"Pike","216",314797.956274286
"2413",1,1927,"Attala","216",333444.120087668
"2414",0,1927,"Hinds","1640",82392.2518314123
"2415",1,1927,"Pontotoc","1624",-24238.6595028341
"2416",0,1927,"Jackson","1624",116088.535619602
"2417",0,1927,"Amite","105",93663.5460655689
"2418",0,1927,"Adams","136",-8683.0945070833
"2419",1,1927,"Leflore","622",753903.960898593
"2420",0,1927,"Harrison","119",77067.3520717323
"2421",0,1927,"Clarke","119",-98778.8246077001
"2422",0,1927,"Jones","128",130039.71365951
"2423",0,1927,"Adams","123",151396.944332868
"2424",1,1927,"Coahoma","1204",-119138.932663426
"2425",0,1927,"Pike","101",-136018.606660888
"2426",1,1927,"Lee","265",269351.005835146
"2427",1,1927,"Lafayette","314",195310.901319608
"2428",0,1927,"Forrest","123",10732.148366347
"2429",0,1927,"Lauderdale","314",25317.7995169908
"2430",0,1927,"Neshoba","119",21417.4759552777
"2431",0,1927,"Jones","216",961686.349403977
"2432",1,1927,"Monroe","118",-89724.6664445698
"2433",0,1927,"Clarke","515",-43995.632073462
"2434",1,1927,"Tippah","314",3724.31757859886
"2435",0,1927,"Leake","314",129706.753604114
"2436",0,1927,"Harrison","104",120663.904081404
"2437",0,1927,"Harrison","104",188427.856160492
"2438",1,1927,"Yalobusha","103",55093.4276359677
"2439",0,1927,"Lauderdale","112",278528.550756291
"2440",1,1927,"Monroe","111",94758.9938327819
"2441",1,1927,"Lee","103",230880.322936565
"2442",0,1927,"Forrest","1005",116241.515563801
"2443",1,1927,"Pontotoc","314",90297.9925051332
"2444",0,1927,"Forrest","1204",3703.62878777087
"2445",1,1927,"Lee","266",-125103.030153736
"2446",0,1927,"Adams","1004",-91079.6454887837
"2447",1,1927,"Lafayette","101",-70636.3108195364
"2448",1,1927,"Tippah","314",50402.2220205516
"2449",0,1927,"Forrest","1005",3998.94367642701
"2450",0,1927,"Pearl River","101",16988.4422587454
"2451",1,1927,"Lee","101",103478.806029379
"2452",1,1927,"Leflore","101",46875.7700283825
"2453",1,1927,"Washington","101",21302.5926221162
"2454",1,1927,"Pontotoc","105",-22443.9264543951
"2455",1,1927,"Lafayette","314",103626.164123416
"2456",0,1927,"Sharkey","101",188881.885002062
"2457",0,1927,"Covington","314",38351.1765170842
"2458",0,1927,"Harrison","101",20947.3548190445
"2459",0,1927,"Jones","515",78411.5754748285
"2460",1,1927,"Washington","119",107488.059881628
"2461",1,1927,"Alcorn","1004",47521.7533105016
"2462",0,1927,"Marion","136",10836.145728454
"2463",0,1927,"Adams","1604",-44272.0980758965
"2464",0,1927,"Adams","112",-113952.095958263
"2465",1,1927,"Calhoun","314",10938.4648036212
"2466",1,1927,"Noxubee","103",238574.708414346
"2467",1,1927,"Alcorn","622",958365.134350985
"2468",1,1927,"Washington","118",143931.619583473
"2469",1,1927,"Sunflower","515",166595.930051491
"2470",0,1927,"Warren","128",31402.1749943495
"2471",1,1927,"Grenada","314",24389.065735966
"2472",0,1927,"Hinds","518",57593.6607843488
"2473",1,1927,"Monroe","622",293787.28814055
"2474",1,1927,"Marshall","314",235959.022778869
"2475",0,1927,"Warren","119",-785.360753819346
"2476",0,1927,"Stone","105",625782.70347099
"2477",1,1927,"Yalobusha","101",124213.358540565
"2478",1,1927,"Tallahatchie","119",31523.3332842588
"2479",1,1927,"Clay","126",211664.05533348
"2480",0,1927,"Rankin","314",-7772.39337302744
"2481",1,1927,"Calhoun","314",-56699.6421086788
"2482",0,1927,"Scott","314",326955.79617843
"2483",0,1927,"Lauderdale","314",10934.5653373748
"2484",1,1927,"Lowndes","1204",12621.1261885464
"2485",1,1927,"Itawamba","314",12225.2521570772
"2486",0,1927,"Simpson","101",-37844.5821149498
"2487",0,1927,"Harrison","104",176881.903275847
"2488",1,1927,"Monroe","314",44103.5333015025
"2489",1,1927,"Lowndes","1004",135766.699700877
"2490",0,1927,"Hinds","515",392688.527388319
"2491",0,1927,"Hinds","119",55886.3565410376
"2492",1,1927,"Chickasaw","314",226000.815173611
"2493",0,1927,"Pearl River","314",112919.976662368
"2494",0,1927,"Adams","304",210671.638870612
"2495",0,1927,"Lauderdale","1005",-90743.6632066965
"2496",0,1927,"Scott","314",26671.9616882652
"2497",1,1927,"Grenada","314",174947.482889518
"2498",0,1927,"Pike","515",71006.0630466789
"2499",1,1927,"Holmes","314",161017.883540481
"2500",0,1927,"Yazoo","622",590923.787446186
"2501",1,1927,"Panola","101",53329.4408023357
"2502",1,1927,"Alcorn","314",173556.153066456
"2503",0,1927,"Copiah","304",12988.4636655599
"2504",1,1927,"Itawamba","314",300502.363100648
"2505",1,1927,"Prentiss","1004",127402.301015913
"2506",0,1927,"Wayne","105",221324.62607944
"2507",0,1927,"Newton","314",-7487.77556544542
"2508",0,1927,"Warren","119",-63188.6466108263
"2509",0,1927,"Warren","112",-104906.559691861
"2510",1,1926,"Oktibbeha","118",21014.4640858322
"2511",0,1926,"Warren","1014",195386.22471793
"2512",1,1926,"Monroe","101",54324.3137686849
"2513",0,1926,"Lincoln","136",40665.0266102403
"2514",0,1926,"Hinds","136",194159.922237545
"2515",0,1926,"Lauderdale","314",275499.905195758
"2516",1,1926,"Monroe","136",69901.2855840325
"2517",1,1926,"Monroe","119",214628.533708528
"2518",0,1926,"Harrison","104",168767.385129601
"2519",0,1926,"Hinds","103",358350.378640383
"2520",0,1926,"Lauderdale","103",594533.76375626
"2521",1,1926,"Attala","116",147815.711092219
"2522",0,1926,"Hancock","119",181190.410032466
"2523",1,1926,"Yalobusha","314",202465.565137565
"2524",1,1926,"Humphreys","119",35315.7330034375
"2525",1,1926,"Humphreys","101",6420.54772686958
"2526",0,1926,"Hinds","520",70751.1483015567
"2527",1,1926,"Oktibbeha","111",1141045.18519378
"2528",0,1926,"Harrison","101",44054.5103207529
"2529",0,1926,"Harrison","136",99548.9363984764
"2530",0,1926,"Harrison","104",141298.676063165
"2531",0,1926,"Harrison","114",78695.0862891972
"2532",0,1926,"Lincoln","119",69731.6929059476
"2533",0,1926,"Lincoln","101",108821.996586904
"2534",0,1926,"Lincoln","622",498955.602282733
"2535",0,1926,"Lincoln","103",393601.397817656
"2536",0,1926,"Warren","101",192493.890525579
"2537",0,1926,"Harrison","104",442896.478046253
"2538",0,1926,"Madison","119",-177833.098848462
"2539",0,1926,"Leake","101",-142477.61200273
"2540",0,1926,"Claiborne","119",-27541.6231845319
"2541",1,1926,"Coahoma","119",54168.5805953592
"2542",1,1926,"Coahoma","520",105277.455114573
"2543",0,1926,"Harrison","101",-42311.3814505786
"2544",1,1926,"Alcorn","101",146213.133694351
"2545",1,1926,"Lee","101",45147.3664194345
"2546",1,1926,"Leflore","101",343051.725448951
"2547",1,1926,"Coahoma","101",38820.1391150802
"2548",1,1926,"Washington","101",133759.785617515
"2549",1,1926,"Panola","101",116709.423858002
"2550",1,1926,"Union","101",-72917.7493477613
"2551",1,1926,"Lowndes","101",181057.026096493
"2552",0,1926,"Marion","101",143068.498020247
"2553",1,1926,"Lowndes","118",67673.6099168211
"2554",1,1926,"Lowndes","1014",515112.397819072
"2555",1,1926,"Leflore","136",213987.829575762
"2556",1,1926,"Coahoma","136",462850.849233776
"2557",1,1926,"Montgomery","216",175643.839374632
"2558",1,1926,"Panola","622",554746.397831604
"2559",1,1926,"Coahoma","119",-94431.0041170567
"2560",1,1926,"Washington","119",86124.6333703399
"2561",0,1926,"Copiah","119",-18886.8228361011
"2562",0,1926,"Marion","101",-31165.5166973621
"2563",0,1926,"Yazoo","118",70575.8039648682
"2564",1,1926,"Washington","101",160778.083979532
"2565",0,1926,"Hinds","622",933057.243303105
"2566",0,1926,"Warren","119",149963.696436554
"2567",0,1926,"Lauderdale","520",258652.446122691
"2568",1,1926,"Washington","118",115847.896244884
"2569",0,1926,"Harrison","104",-63659.3651138246
"2570",0,1926,"Lauderdale","119",-34532.6131235808
"2571",1,1926,"Holmes","119",91360.9310678244
"2572",0,1926,"Lauderdale","622",505778.199435145
"2573",1,1926,"Coahoma","622",170874.657588199
"2574",0,1926,"Warren","136",69006.9567839801
"2575",0,1926,"Harrison","136",-33910.5429114848
"2576",0,1926,"Hinds","1005",34683.3044062704
"2577",0,1926,"Newton","118",-66069.3780053407
"2578",0,1926,"Forrest","520",93135.0117787421
"2579",1,1926,"Washington","119",177105.866603166
"2580",1,1926,"Washington","622",883636.367076412
"2581",1,1926,"Grenada","101",84172.8471118659
"2582",1,1926,"Grenada","622",347170.546716154
"2583",0,1926,"Harrison","520",53443.0880498886
"2584",0,1926,"Harrison","119",88429.7685337663
"2585",1,1926,"Lowndes","136",278991.193287075
"2586",1,1926,"Alcorn","136",214275.022976249
"2587",0,1926,"Lauderdale","136",-26118.6647242755
"2588",1,1926,"Lee","136",91280.2544689029
"2589",0,1926,"Forrest","651",1427364.68809122
"2590",0,1926,"Forrest","118",97381.5931870341
"2591",0,1926,"Forrest","116",188962.039517239
"2592",0,1926,"Copiah","622",1003406.45049976
"2593",0,1926,"Hinds","520",333702.896842733
"2594",1,1926,"Washington","622",1278657.27485555
"2595",1,1926,"Marshall","119",42508.1938456744
"2596",1,1926,"Marshall","1014",-118272.819943726
"2597",1,1926,"Sunflower","136",84966.7526580542
"2598",0,1926,"Adams","136",78175.5683168769
"2599",1,1926,"Chickasaw","101",82076.1917119473
"2600",0,1926,"Forrest","136",-12960.8393073529
"2601",1,1926,"Noxubee","119",183643.842989579
"2602",1,1926,"Sunflower","119",34411.3029019535
"2603",1,1926,"Washington","622",873100.027715966
"2604",1,1926,"Oktibbeha","216",48950.387238577
"2605",0,1926,"Hinds","119",199299.126985386
"2606",0,1926,"Hinds","101",-26662.9946026951
"2607",0,1926,"Hinds","101",354086.929230809
"2608",0,1926,"Hinds","119",-169551.155291498
"2609",0,1926,"Hinds","1014",-25462.3359550238
"2610",0,1926,"Hinds","520",-89082.5352754891
"2611",0,1926,"Harrison","104",198932.164338604
"2612",0,1926,"Warren","136",75729.3124213666
"2613",1,1926,"Attala","103",101991.022147506
"2614",1,1926,"Attala","119",22946.3961161673
"2615",0,1926,"Harrison","136",94276.092349574
"2616",0,1926,"Jones","101",102185.652641848
"2617",0,1926,"Jones","651",263100.325082704
"2618",0,1926,"Jones","622",1195116.3322705
"2619",1,1926,"Leflore","520",-118923.022461817
"2620",1,1926,"Leflore","622",647774.829105899
"2621",1,1926,"Washington","622",1777582.83218567
"2622",1,1926,"Holmes","101",109366.250968352
"2623",1,1926,"Holmes","103",176855.566132009
"2624",1,1926,"Winston","101",165685.799644664
"2625",0,1926,"George","105",342303.697571009
"2626",1,1926,"Monroe","136",-11900.2704967558
"2627",1,1926,"Noxubee","103",36356.3701700121
"2628",0,1926,"Pike","622",196753.640461326
"2629",1,1926,"Quitman","119",-161130.356430933
"2630",0,1926,"Forrest","136",277120.351923198
"2631",0,1926,"Harrison","104",227296.918148503
"2632",0,1926,"Jones","105",194599.052629843
"2633",0,1926,"Pike","119",169928.924397811
"2634",0,1926,"Pike","101",326524.847728074
"2635",0,1926,"Pike","118",98817.6759032458
"2636",1,1926,"Coahoma","101",202379.682790488
"2637",0,1926,"Jones","136",143560.044104233
"2638",0,1926,"Warren","136",49848.9069397002
"2639",0,1926,"Lauderdale","101",115240.118095651
"2640",0,1926,"Lauderdale","119",169683.077317044
"2641",0,1926,"Lauderdale","101",351403.048168451
"2642",0,1926,"Lauderdale","114",1631490.12773132
"2643",0,1926,"Hinds","622",168986.526613712
"2644",0,1926,"Harrison","119",171480.130564258
"2645",0,1926,"Harrison","119",52049.9155741781
"2646",1,1926,"Bolivar","119",65202.1428833753
"2647",0,1926,"Warren","520",-62343.8802315891
"2648",1,1926,"Winston","119",163382.754954681
"2649",0,1926,"Hinds","119",-82314.0747658908
"2650",0,1926,"Adams","101",10742.7521159351
"2651",0,1926,"Adams","136",51909.0888587385
"2652",0,1926,"Adams","119",71200.3015747964
"2653",0,1926,"Adams","520",66427.8974756598
"2654",0,1926,"Hinds","101",130918.252347037
"2655",0,1926,"Warren","101",83588.7507536858
"2656",1,1926,"Bolivar","101",-39383.051658988
"2657",0,1926,"Jones","101",40249.393624261
"2658",1,1926,"Lafayette","119",63291.548286736
"2659",0,1926,"Newton","119",-124008.684998319
"2660",0,1926,"Newton","101",168479.133298963
"2661",0,1926,"Jones","520",-15909.2251055092
"2662",0,1926,"Marion","118",-41579.2945373803
"2663",0,1926,"Neshoba","101",-58804.0245200396
"2664",1,1926,"Coahoma","622",2203677.41001444
"2665",1,1926,"Sunflower","622",722592.049186021
"2666",1,1926,"Attala","622",454426.678877488
"2667",1,1926,"Tunica","622",436115.065574288
"2668",1,1926,"Leflore","622",1645464.48813641
"2669",0,1926,"Jefferson Davis","136",-182914.187302813
"2670",0,1926,"Marion","119",16502.0900010318
"2671",1,1926,"Alcorn","119",120340.929760784
"2672",1,1926,"Pontotoc","622",324281.246665835
"2673",1,1926,"Pontotoc","119",-7743.02111308277
"2674",0,1926,"Claiborne","622",1174828.7989372
"2675",0,1926,"Hinds","136",-10810.1787883788
"2676",0,1926,"Perry","119",22869.0572506338
"2677",0,1926,"Sharkey","119",21306.5994430482
"2678",1,1926,"Washington","119",75562.9816594422
"2679",0,1926,"Lauderdale","114",932139.345052242
"2680",1,1926,"Sunflower","119",-3041.4828248322
"2681",0,1926,"Adams","112",268927.102706045
"2682",1,1926,"Panola","103",73490.6884884536
"2683",0,1926,"Jackson","136",-62731.8837417066
"2684",0,1926,"Madison","136",-176734.049125612
"2685",1,1926,"Tate","119",12148.3378466219
"2686",1,1926,"Bolivar","622",428249.993691206
"2687",0,1926,"Jones","136",182329.766274855
"2688",0,1926,"Lauderdale","136",309167.039538771
"2689",0,1926,"Jones","520",86977.7342286855
"2690",1,1926,"Grenada","136",29574.218491599
"2691",1,1926,"Oktibbeha","101",162892.38111864
"2692",1,1926,"Sunflower","622",615957.130928591
"2693",0,1926,"Harrison","136",94110.8104317933
"2694",0,1926,"Hinds","136",-74185.7342351228
"2695",1,1926,"Tallahatchie","119",-57281.2265881896
"2696",1,1926,"Tallahatchie","622",993578.453978091
"2697",1,1926,"Attala","515",135785.036034048
"2698",0,1926,"Hinds","114",1411807.04047419
"2699",1,1926,"Washington","136",-59812.5676810741
"2700",0,1926,"Jones","114",1390057.96213076
"2701",0,1926,"Harrison","112",68658.4475379437
"2702",1,1926,"Alcorn","520",60378.93435359
"2703",1,1926,"Bolivar","622",802660.360560909
"2704",0,1926,"Warren","622",772972.563219249
"2705",0,1926,"Harrison","136",-24417.1141944826
"2706",1,1926,"Lee","119",34060.8173047751
"2707",0,1926,"Newton","622",33099.2562766373
"2708",1,1926,"Monroe","118",23246.4385620207
"2709",1,1926,"Grenada","520",134144.728275895
"2710",1,1926,"Clay","101",193995.728831097
"2711",1,1926,"Clay","119",15342.0878700018
"2712",1,1926,"Clay","622",2292.08640389144
"2713",1,1926,"Clay","136",-50023.4298799187
"2714",1,1926,"Montgomery","622",130166.64874503
"2715",0,1926,"Yazoo","119",22998.1002934277
"2716",0,1926,"Yazoo","101",217574.152876988
"2717",1,1926,"Prentiss","119",-41767.5210108906
"2718",0,1926,"Warren","520",93991.2311348021
"2719",1,1926,"Coahoma","118",-93268.3205723464
"2720",1,1926,"Lee","118",32096.1008385122
"2721",0,1926,"Adams","101",73853.8625430614
"2722",0,1926,"Harrison","118",-57037.607390061
"2723",0,1926,"Harrison","104",42015.4424495548
"2724",1,1926,"Grenada","118",98372.5263629705
"2725",1,1926,"Lowndes","119",-128534.755333513
"2726",0,1926,"Warren","119",127296.539921314
"2727",0,1926,"Hinds","622",14186.6743863374
"2728",1,1926,"Yalobusha","136",55760.5231609195
"2729",1,1926,"Choctaw","101",-110931.565368429
"2730",0,1926,"Madison","118",92359.4998940825
"2731",1,1926,"Grenada","119",182151.620622724
"2732",0,1926,"Jones","119",-76607.0230394453
"2733",0,1926,"Wilkinson","101",82691.9058263153
"2734",1,1926,"Yalobusha","107",245166.78175135
"2735",0,1926,"Copiah","304",28388.0591858178
"2736",0,1926,"Yazoo","136",33709.3756153435
"2737",1,1926,"Lee","622",506399.879087627
"2738",0,1926,"Hinds","1005",104493.97174716
"2739",1,1926,"Noxubee","111",310119.074339241
"2740",0,1926,"Newton","107",175340.793134183
"2741",1,1926,"Holmes","103",127976.235978872
"2742",0,1926,"Hinds","203",1677.36735008657
"2743",1,1926,"Chickasaw","119",71110.2929990739
"2744",1,1926,"Lowndes","622",314388.823716059
"2745",0,1926,"Lauderdale","118",19072.3578937352
"2746",1,1926,"Lee","111",875255.496761918
"2747",1,1926,"Coahoma","101",77638.0628612936
"2748",0,1926,"Lincoln","118",-112562.979223579
"2749",0,1926,"Forrest","622",368040.054265052
"2750",1,1926,"Chickasaw","107",66023.8072765619
"2751",1,1926,"Washington","622",819143.956602275
"2752",0,1926,"Harrison","136",89796.2426901758
"2753",1,1926,"Bolivar","136",157148.364754394
"2754",1,1926,"Oktibbeha","103",672959.799452424
"2755",1,1926,"Bolivar","119",16726.0869313031
"2756",1,1926,"Alcorn","107",101733.620740727
"2757",1,1926,"Coahoma","119",-184555.166891575
"2758",0,1926,"Hinds","136",11078.2356125414
"2759",0,1926,"Adams","101",186414.568979815
"2760",0,1926,"Harrison","118",14189.9935919046
"2761",1,1926,"Washington","118",-122524.371604249
"2762",1,1926,"Alcorn","119",29903.7680299282
"2763",1,1926,"Panola","119",8908.72475318611
"2764",0,1926,"Hinds","118",222952.659570754
"2765",0,1926,"Jefferson Davis","119",-14420.3090701252
"2766",1,1926,"Alcorn","118",60038.736619696
"2767",1,1926,"Montgomery","107",149551.785887793
"2768",1,1926,"Winston","107",86474.6886576414
"2769",0,1926,"Lauderdale","136",25583.4662485719
"2770",0,1926,"Claiborne","136",-22363.0254473537
"2771",1,1926,"Oktibbeha","119",186672.715056881
"2772",0,1926,"Harrison","104",150761.120548546
"2773",1,1926,"Chickasaw","116",87770.6479798257
"2774",0,1926,"Hinds","118",85484.3685354441
"2775",0,1926,"Pearl River","136",89513.5136297345
"2776",1,1926,"Marshall","101",-24986.950544998
"2777",1,1926,"Washington","117",138404.746002659
"2778",0,1926,"Jackson","136",105259.066402942
"2779",0,1926,"Hinds","520",95269.7462430894
"2780",1,1926,"Washington","520",-96955.5570404977
"2781",0,1926,"Forrest","1005",14958.3732248694
"2782",0,1926,"Simpson","119",-175619.316455752
"2783",1,1926,"Yalobusha","119",20501.3155974448
"2784",0,1926,"Forrest","651",493250.058910415
"2785",0,1926,"Hinds","101",-52130.345730111
"2786",0,1926,"Warren","118",194765.610813931
"2787",1,1926,"Union","119",23986.3507415652
"2788",1,1926,"Washington","118",46472.7685244083
"2789",1,1926,"Leflore","136",125356.657325596
"2790",0,1926,"Adams","136",65662.8595758229
"2791",1,1926,"Washington","136",158070.941464975
"2792",0,1926,"Yazoo","216",238526.266822368
"2793",0,1926,"Hinds","520",33358.7308436632
"2794",0,1926,"Harrison","520",32407.7007496804
"2795",1,1926,"Attala","111",341742.920979589
"2796",0,1926,"Warren","101",258678.287688196
"2797",0,1926,"Newton","622",686753.465897471
"2798",0,1926,"Hinds","622",475513.855786994
"2799",1,1926,"Monroe","119",105470.026455611
"2800",1,1926,"Coahoma","101",-72.9678180068731
"2801",0,1926,"Lauderdale","112",262848.870008618
"2802",0,1926,"Lincoln","118",140976.703856975
"2803",1,1926,"Bolivar","118",17187.9225131124
"2804",0,1926,"Madison","119",59446.5254104733
"2805",0,1926,"Harrison","119",-22909.7473339736
"2806",0,1926,"Lauderdale","118",14340.39587605
"2807",0,1926,"Neshoba","107",133.070727884769
"2808",0,1926,"Lauderdale","520",-124580.976836428
"2809",1,1926,"Coahoma","136",55303.2594807446
"2810",1,1926,"Holmes","101",23626.7977613211
"2811",1,1926,"Holmes","136",68188.6855419725
"2812",1,1926,"Monroe","136",-49049.0781195462
"2813",0,1926,"Lauderdale","520",11540.9886132479
"2814",0,1926,"Clarke","101",-150499.240278721
"2815",0,1926,"Hinds","136",23616.9315036386
"2816",0,1926,"Hinds","520",313775.27442582
"2817",0,1926,"Harrison","1410",51391.6599992663
"2818",0,1926,"Hinds","1204",-52354.0901412219
"2819",0,1926,"Jones","101",28867.0714758337
"2820",1,1926,"Tallahatchie","652",452995.687868744
"2821",1,1926,"Lee","1004",58021.1742185056
"2822",1,1926,"Union","314",-115551.972826943
"2823",1,1926,"Montgomery","314",44685.7564710081
"2824",0,1926,"Neshoba","314",75707.4905745685
"2825",1,1926,"Leflore","119",-12826.1441979557
"2826",1,1926,"Lee","216",1117914.71629307
"2827",1,1926,"Lowndes","107",132103.218859822
"2828",1,1926,"Winston","1004",248033.620373383
"2829",1,1926,"Chickasaw","1004",-61883.8224589825
"2830",0,1926,"Lamar","119",23413.1779904515
"2831",0,1926,"Jasper","314",-105651.204722002
"2832",0,1926,"Harrison","104",212745.524063572
"2833",1,1926,"Tallahatchie","119",138697.740323722
"2834",0,1926,"Lauderdale","1624",-58843.1283831596
"2835",0,1926,"Jackson","119",-46430.4545220584
"2836",1,1926,"Coahoma","622",756120.941989109
"2837",0,1926,"Jones","119",-26496.9018862247
"2838",0,1926,"Jones","1004",98313.9475457966
"2839",0,1926,"Forrest","515",116722.029203162
"2840",1,1926,"Monroe","314",154028.690461338
"2841",0,1926,"Pearl River","119",-17690.4343949705
"2842",1,1926,"Oktibbeha","515",161983.045904338
"2843",0,1926,"Marion","304",292131.628509209
"2844",0,1926,"Lauderdale","1624",154813.236589655
"2845",0,1926,"Marion","1005",124217.834360898
"2846",0,1926,"Harrison","1410",-51994.9690756202
"2847",1,1926,"Clay","112",-28814.3358007073
"2848",0,1926,"Jones","520",129391.366860941
"2849",1,1926,"Montgomery","103",110884.745952219
"2850",0,1926,"Leake","314",164041.018396854
